timestamp_s,frame_index,action,detected,confidence,target_cx,target_cy,dx,dy,norm_area,fps
75.669,379,SEARCH,0,0.0,-1,-1,0,0,0.0,5.37
75.852,380,SEARCH,0,0.0,-1,-1,0,0,0.0,5.45
76.031,381,SEARCH,0,0.0,-1,-1,0,0,0.0,5.6
76.203,382,SEARCH,0,0.0,-1,-1,0,0,0.0,5.82
76.387,383,SEARCH,0,0.0,-1,-1,0,0,0.0,5.43
76.559,384,SEARCH,0,0.0,-1,-1,0,0,0.0,5.83
76.74,385,SEARCH,0,0.0,-1,-1,0,0,0.0,5.52
76.925,386,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
77.177,387,SEARCH,0,0.0,-1,-1,0,0,0.0,3.96
77.387,388,SEARCH,0,0.0,-1,-1,0,0,0.0,4.76
77.588,389,SEARCH,0,0.0,-1,-1,0,0,0.0,4.99
77.773,390,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
77.952,391,SEARCH,0,0.0,-1,-1,0,0,0.0,5.58
78.13,392,SEARCH,0,0.0,-1,-1,0,0,0.0,5.62
78.312,393,SEARCH,0,0.0,-1,-1,0,0,0.0,5.5
78.497,394,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
78.683,395,SEARCH,0,0.0,-1,-1,0,0,0.0,5.37
78.871,396,SEARCH,0,0.0,-1,-1,0,0,0.0,5.33
79.048,397,SEARCH,0,0.0,-1,-1,0,0,0.0,5.64
79.234,398,SEARCH,0,0.0,-1,-1,0,0,0.0,5.37
79.416,399,SEARCH,0,0.0,-1,-1,0,0,0.0,5.49
79.593,400,SEARCH,0,0.0,-1,-1,0,0,0.0,5.66
79.776,401,SEARCH,0,0.0,-1,-1,0,0,0.0,5.47
79.964,402,SEARCH,0,0.0,-1,-1,0,0,0.0,5.31
80.155,403,SEARCH,0,0.0,-1,-1,0,0,0.0,5.25
80.344,404,SEARCH,0,0.0,-1,-1,0,0,0.0,5.27
80.529,405,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
80.717,406,SEARCH,0,0.0,-1,-1,0,0,0.0,5.31
80.911,407,SEARCH,0,0.0,-1,-1,0,0,0.0,5.16
81.098,408,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
81.274,409,SEARCH,0,0.0,-1,-1,0,0,0.0,5.67
81.466,410,SEARCH,0,0.0,-1,-1,0,0,0.0,5.21
81.649,411,SEARCH,0,0.0,-1,-1,0,0,0.0,5.46
81.831,412,SEARCH,0,0.0,-1,-1,0,0,0.0,5.48
82.026,413,SEARCH,0,0.0,-1,-1,0,0,0.0,5.13
82.206,414,SEARCH,0,0.0,-1,-1,0,0,0.0,5.57
82.458,415,SEARCH,0,0.0,-1,-1,0,0,0.0,3.96
82.676,416,SEARCH,0,0.0,-1,-1,0,0,0.0,4.6
82.884,417,SEARCH,0,0.0,-1,-1,0,0,0.0,4.82
83.083,418,SEARCH,0,0.0,-1,-1,0,0,0.0,5.03
83.276,419,SEARCH,0,0.0,-1,-1,0,0,0.0,5.17
83.456,420,SEARCH,0,0.0,-1,-1,0,0,0.0,5.56
83.637,421,SEARCH,0,0.0,-1,-1,0,0,0.0,5.51
83.82,422,SEARCH,0,0.0,-1,-1,0,0,0.0,5.48
84.0,423,SEARCH,0,0.0,-1,-1,0,0,0.0,5.56
84.194,424,SEARCH,0,0.0,-1,-1,0,0,0.0,5.16
84.381,425,SEARCH,0,0.0,-1,-1,0,0,0.0,5.34
84.57,426,SEARCH,0,0.0,-1,-1,0,0,0.0,5.29
84.747,427,SEARCH,0,0.0,-1,-1,0,0,0.0,5.66
84.935,428,SEARCH,0,0.0,-1,-1,0,0,0.0,5.32
85.211,429,SEARCH,0,0.0,-1,-1,0,0,0.0,3.61
85.44,430,SEARCH,0,0.0,-1,-1,0,0,0.0,4.38
85.677,431,SEARCH,0,0.0,-1,-1,0,0,0.0,4.21
85.892,432,SEARCH,0,0.0,-1,-1,0,0,0.0,4.66
86.092,433,SEARCH,0,0.0,-1,-1,0,0,0.0,4.99
86.294,434,SEARCH,0,0.0,-1,-1,0,0,0.0,4.97
86.49,435,SEARCH,0,0.0,-1,-1,0,0,0.0,5.1
86.675,436,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
86.865,437,SEARCH,0,0.0,-1,-1,0,0,0.0,5.27
87.047,438,SEARCH,0,0.0,-1,-1,0,0,0.0,5.5
87.231,439,SEARCH,0,0.0,-1,-1,0,0,0.0,5.42
87.41,440,SEARCH,0,0.0,-1,-1,0,0,0.0,5.58
87.594,441,SEARCH,0,0.0,-1,-1,0,0,0.0,5.43
87.775,442,SEARCH,0,0.0,-1,-1,0,0,0.0,5.54
87.962,443,SEARCH,0,0.0,-1,-1,0,0,0.0,5.35
88.147,444,SEARCH,0,0.0,-1,-1,0,0,0.0,5.39
88.329,445,SEARCH,0,0.0,-1,-1,0,0,0.0,5.49
88.511,446,SEARCH,0,0.0,-1,-1,0,0,0.0,5.51
88.684,447,SEARCH,0,0.0,-1,-1,0,0,0.0,5.76
88.873,448,SEARCH,0,0.0,-1,-1,0,0,0.0,5.32
89.064,449,SEARCH,0,0.0,-1,-1,0,0,0.0,5.24
89.249,450,SEARCH,0,0.0,-1,-1,0,0,0.0,5.39
89.436,451,SEARCH,0,0.0,-1,-1,0,0,0.0,5.35
89.615,452,SEARCH,0,0.0,-1,-1,0,0,0.0,5.57
89.798,453,SEARCH,0,0.0,-1,-1,0,0,0.0,5.48
89.991,454,SEARCH,0,0.0,-1,-1,0,0,0.0,5.19
90.183,455,SEARCH,0,0.0,-1,-1,0,0,0.0,5.21
90.368,456,SEARCH,0,0.0,-1,-1,0,0,0.0,5.39
90.556,457,SEARCH,0,0.0,-1,-1,0,0,0.0,5.33
90.733,458,SEARCH,0,0.0,-1,-1,0,0,0.0,5.64
90.922,459,SEARCH,0,0.0,-1,-1,0,0,0.0,5.29
91.11,460,SEARCH,0,0.0,-1,-1,0,0,0.0,5.32
91.298,461,SEARCH,0,0.0,-1,-1,0,0,0.0,5.33
91.483,462,SEARCH,0,0.0,-1,-1,0,0,0.0,5.4
91.667,463,SEARCH,0,0.0,-1,-1,0,0,0.0,5.43
91.858,464,SEARCH,0,0.0,-1,-1,0,0,0.0,5.26
92.043,465,SEARCH,0,0.0,-1,-1,0,0,0.0,5.4
92.22,466,SEARCH,0,0.0,-1,-1,0,0,0.0,5.64
92.415,467,SEARCH,0,0.0,-1,-1,0,0,0.0,5.14
92.602,468,SEARCH,0,0.0,-1,-1,0,0,0.0,5.34
92.78,469,SEARCH,0,0.0,-1,-1,0,0,0.0,5.62
92.978,470,SEARCH,0,0.0,-1,-1,0,0,0.0,5.06
93.162,471,SEARCH,0,0.0,-1,-1,0,0,0.0,5.42
93.356,472,SEARCH,0,0.0,-1,-1,0,0,0.0,5.16
93.545,473,SEARCH,0,0.0,-1,-1,0,0,0.0,5.3
93.74,474,SEARCH,0,0.0,-1,-1,0,0,0.0,5.11
93.933,475,SEARCH,0,0.0,-1,-1,0,0,0.0,5.21
94.119,476,SEARCH,0,0.0,-1,-1,0,0,0.0,5.35
94.312,477,SEARCH,0,0.0,-1,-1,0,0,0.0,5.19
94.538,478,SEARCH,0,0.0,-1,-1,0,0,0.0,4.43
94.735,479,SEARCH,0,0.0,-1,-1,0,0,0.0,5.05
94.931,480,SEARCH,0,0.0,-1,-1,0,0,0.0,5.11
95.118,481,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
95.588,482,SEARCH,0,0.0,-1,-1,0,0,0.0,2.13
95.777,483,SEARCH,0,0.0,-1,-1,0,0,0.0,5.29
95.962,484,SEARCH,0,0.0,-1,-1,0,0,0.0,5.4
96.154,485,SEARCH,0,0.0,-1,-1,0,0,0.0,5.21
96.338,486,SEARCH,0,0.0,-1,-1,0,0,0.0,5.44
96.517,487,SEARCH,0,0.0,-1,-1,0,0,0.0,5.6
96.712,488,SEARCH,0,0.0,-1,-1,0,0,0.0,5.13
96.891,489,SEARCH,0,0.0,-1,-1,0,0,0.0,5.59
97.083,490,SEARCH,0,0.0,-1,-1,0,0,0.0,5.21
97.269,491,SEARCH,0,0.0,-1,-1,0,0,0.0,5.35
97.456,492,SEARCH,0,0.0,-1,-1,0,0,0.0,5.37
97.637,493,SEARCH,0,0.0,-1,-1,0,0,0.0,5.52
97.823,494,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
97.998,495,SEARCH,0,0.0,-1,-1,0,0,0.0,5.73
98.187,496,SEARCH,0,0.0,-1,-1,0,0,0.0,5.28
98.382,497,SEARCH,0,0.0,-1,-1,0,0,0.0,5.13
98.567,498,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
98.761,499,SEARCH,0,0.0,-1,-1,0,0,0.0,5.15
98.95,500,SEARCH,0,0.0,-1,-1,0,0,0.0,5.29
99.14,501,SEARCH,0,0.0,-1,-1,0,0,0.0,5.26
99.325,502,SEARCH,0,0.0,-1,-1,0,0,0.0,5.42
99.512,503,SEARCH,0,0.0,-1,-1,0,0,0.0,5.35
99.696,504,SEARCH,0,0.0,-1,-1,0,0,0.0,5.43
99.88,505,SEARCH,0,0.0,-1,-1,0,0,0.0,5.42
100.07,506,SEARCH,0,0.0,-1,-1,0,0,0.0,5.26
100.266,507,SEARCH,0,0.0,-1,-1,0,0,0.0,5.11
100.448,508,SEARCH,0,0.0,-1,-1,0,0,0.0,5.5
100.629,509,SEARCH,0,0.0,-1,-1,0,0,0.0,5.53
100.808,510,SEARCH,0,0.0,-1,-1,0,0,0.0,5.57
100.99,511,SEARCH,0,0.0,-1,-1,0,0,0.0,5.5
101.177,512,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
101.365,513,SEARCH,0,0.0,-1,-1,0,0,0.0,5.31
101.559,514,SEARCH,0,0.0,-1,-1,0,0,0.0,5.15
101.741,515,SEARCH,0,0.0,-1,-1,0,0,0.0,5.5
101.923,516,SEARCH,0,0.0,-1,-1,0,0,0.0,5.49
102.103,517,SEARCH,0,0.0,-1,-1,0,0,0.0,5.55
102.298,518,SEARCH,0,0.0,-1,-1,0,0,0.0,5.13
102.475,519,SEARCH,0,0.0,-1,-1,0,0,0.0,5.65
102.652,520,SEARCH,0,0.0,-1,-1,0,0,0.0,5.64
102.852,521,SEARCH,0,0.0,-1,-1,0,0,0.0,5.01
103.135,522,SEARCH,0,0.0,-1,-1,0,0,0.0,3.53
103.383,523,SEARCH,0,0.0,-1,-1,0,0,0.0,4.02
103.682,524,SEARCH,0,0.0,-1,-1,0,0,0.0,3.35
103.909,525,SEARCH,0,0.0,-1,-1,0,0,0.0,4.41
104.097,526,SEARCH,0,0.0,-1,-1,0,0,0.0,5.32
104.303,527,SEARCH,0,0.0,-1,-1,0,0,0.0,4.85
104.502,528,SEARCH,0,0.0,-1,-1,0,0,0.0,5.04
104.687,529,SEARCH,0,0.0,-1,-1,0,0,0.0,5.4
104.908,530,SEARCH,0,0.0,-1,-1,0,0,0.0,4.53
105.108,531,SEARCH,0,0.0,-1,-1,0,0,0.0,4.98
105.366,532,SEARCH,0,0.0,-1,-1,0,0,0.0,3.88
105.603,533,SEARCH,0,0.0,-1,-1,0,0,0.0,4.23
105.798,534,SEARCH,0,0.0,-1,-1,0,0,0.0,5.12
106.011,535,SEARCH,0,0.0,-1,-1,0,0,0.0,4.71
106.219,536,SEARCH,0,0.0,-1,-1,0,0,0.0,4.8
106.424,537,SEARCH,0,0.0,-1,-1,0,0,0.0,4.87
106.627,538,SEARCH,0,0.0,-1,-1,0,0,0.0,4.92
106.818,539,SEARCH,0,0.0,-1,-1,0,0,0.0,5.23
107.008,540,SEARCH,0,0.0,-1,-1,0,0,0.0,5.26
107.232,541,SEARCH,0,0.0,-1,-1,0,0,0.0,4.47
107.461,542,SEARCH,0,0.0,-1,-1,0,0,0.0,4.37
107.653,543,SEARCH,0,0.0,-1,-1,0,0,0.0,5.2
107.868,544,SEARCH,0,0.0,-1,-1,0,0,0.0,4.65
108.051,545,SEARCH,0,0.0,-1,-1,0,0,0.0,5.46
108.23,546,SEARCH,0,0.0,-1,-1,0,0,0.0,5.6
108.417,547,SEARCH,0,0.0,-1,-1,0,0,0.0,5.33
108.602,548,SEARCH,0,0.0,-1,-1,0,0,0.0,5.43
108.788,549,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
108.968,550,SEARCH,0,0.0,-1,-1,0,0,0.0,5.55
109.151,551,SEARCH,0,0.0,-1,-1,0,0,0.0,5.47
109.337,552,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
109.522,553,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
109.705,554,SEARCH,0,0.0,-1,-1,0,0,0.0,5.47
109.889,555,SEARCH,0,0.0,-1,-1,0,0,0.0,5.44
110.067,556,SEARCH,0,0.0,-1,-1,0,0,0.0,5.61
110.261,557,SEARCH,0,0.0,-1,-1,0,0,0.0,5.16
110.446,558,SEARCH,0,0.0,-1,-1,0,0,0.0,5.4
110.645,559,SEARCH,0,0.0,-1,-1,0,0,0.0,5.02
110.83,560,SEARCH,0,0.0,-1,-1,0,0,0.0,5.43
111.01,561,SEARCH,0,0.0,-1,-1,0,0,0.0,5.55
111.192,562,SEARCH,0,0.0,-1,-1,0,0,0.0,5.5
111.375,563,SEARCH,0,0.0,-1,-1,0,0,0.0,5.45
111.559,564,SEARCH,0,0.0,-1,-1,0,0,0.0,5.45
111.754,565,SEARCH,0,0.0,-1,-1,0,0,0.0,5.13
111.978,566,SEARCH,0,0.0,-1,-1,0,0,0.0,4.45
112.177,567,SEARCH,0,0.0,-1,-1,0,0,0.0,5.02
112.394,568,SEARCH,0,0.0,-1,-1,0,0,0.0,4.61
112.583,569,SEARCH,0,0.0,-1,-1,0,0,0.0,5.29
112.785,570,SEARCH,0,0.0,-1,-1,0,0,0.0,4.96
112.967,571,SEARCH,0,0.0,-1,-1,0,0,0.0,5.5
113.147,572,SEARCH,0,0.0,-1,-1,0,0,0.0,5.56
113.325,573,SEARCH,0,0.0,-1,-1,0,0,0.0,5.61
113.509,574,SEARCH,0,0.0,-1,-1,0,0,0.0,5.42
113.683,575,SEARCH,0,0.0,-1,-1,0,0,0.0,5.77
113.873,576,SEARCH,0,0.0,-1,-1,0,0,0.0,5.26
114.054,577,SEARCH,0,0.0,-1,-1,0,0,0.0,5.51
114.256,578,SEARCH,0,0.0,-1,-1,0,0,0.0,4.95
114.448,579,SEARCH,0,0.0,-1,-1,0,0,0.0,5.21
114.629,580,SEARCH,0,0.0,-1,-1,0,0,0.0,5.53
114.812,581,SEARCH,0,0.0,-1,-1,0,0,0.0,5.46
114.997,582,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
115.185,583,SEARCH,0,0.0,-1,-1,0,0,0.0,5.33
115.374,584,SEARCH,0,0.0,-1,-1,0,0,0.0,5.27
115.562,585,SEARCH,0,0.0,-1,-1,0,0,0.0,5.32
115.754,586,SEARCH,0,0.0,-1,-1,0,0,0.0,5.21
115.932,587,SEARCH,0,0.0,-1,-1,0,0,0.0,5.62
116.116,588,SEARCH,0,0.0,-1,-1,0,0,0.0,5.42
116.311,589,SEARCH,0,0.0,-1,-1,0,0,0.0,5.13
116.525,590,SEARCH,0,0.0,-1,-1,0,0,0.0,4.68
116.751,591,SEARCH,0,0.0,-1,-1,0,0,0.0,4.41
116.961,592,SEARCH,0,0.0,-1,-1,0,0,0.0,4.77
117.242,593,SEARCH,0,0.0,-1,-1,0,0,0.0,3.56
117.433,594,SEARCH,0,0.0,-1,-1,0,0,0.0,5.23
117.615,595,SEARCH,0,0.0,-1,-1,0,0,0.0,5.49
117.794,596,SEARCH,0,0.0,-1,-1,0,0,0.0,5.6
117.977,597,SEARCH,0,0.0,-1,-1,0,0,0.0,5.45
118.162,598,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
118.35,599,SEARCH,0,0.0,-1,-1,0,0,0.0,5.33
118.533,600,SEARCH,0,0.0,-1,-1,0,0,0.0,5.44
118.733,601,SEARCH,0,0.0,-1,-1,0,0,0.0,5.0
118.927,602,SEARCH,0,0.0,-1,-1,0,0,0.0,5.17
119.113,603,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
119.299,604,SEARCH,0,0.0,-1,-1,0,0,0.0,5.38
119.494,605,SEARCH,0,0.0,-1,-1,0,0,0.0,5.12
119.686,606,SEARCH,0,0.0,-1,-1,0,0,0.0,5.23
119.867,607,SEARCH,0,0.0,-1,-1,0,0,0.0,5.51
120.053,608,SEARCH,0,0.0,-1,-1,0,0,0.0,5.37
120.242,609,SEARCH,0,0.0,-1,-1,0,0,0.0,5.29
120.423,610,SEARCH,0,0.0,-1,-1,0,0,0.0,5.53
120.647,611,SEARCH,0,0.0,-1,-1,0,0,0.0,4.47
120.849,612,SEARCH,0,0.0,-1,-1,0,0,0.0,4.94
121.064,613,SEARCH,0,0.0,-1,-1,0,0,0.0,4.66
121.261,614,SEARCH,0,0.0,-1,-1,0,0,0.0,5.06
121.455,615,SEARCH,0,0.0,-1,-1,0,0,0.0,5.16
121.648,616,SEARCH,0,0.0,-1,-1,0,0,0.0,5.18
121.827,617,SEARCH,0,0.0,-1,-1,0,0,0.0,5.58
122.007,618,SEARCH,0,0.0,-1,-1,0,0,0.0,5.57
122.195,619,SEARCH,0,0.0,-1,-1,0,0,0.0,5.33
122.385,620,SEARCH,0,0.0,-1,-1,0,0,0.0,5.25
122.572,621,SEARCH,0,0.0,-1,-1,0,0,0.0,5.34
122.752,622,SEARCH,0,0.0,-1,-1,0,0,0.0,5.55
122.939,623,SEARCH,0,0.0,-1,-1,0,0,0.0,5.35
123.123,624,SEARCH,0,0.0,-1,-1,0,0,0.0,5.43
123.316,625,SEARCH,0,0.0,-1,-1,0,0,0.0,5.2
123.5,626,SEARCH,0,0.0,-1,-1,0,0,0.0,5.43
123.689,627,SEARCH,0,0.0,-1,-1,0,0,0.0,5.28
123.881,628,SEARCH,0,0.0,-1,-1,0,0,0.0,5.22
124.058,629,SEARCH,0,0.0,-1,-1,0,0,0.0,5.63
124.235,630,SEARCH,0,0.0,-1,-1,0,0,0.0,5.66
124.418,631,SEARCH,0,0.0,-1,-1,0,0,0.0,5.46
124.614,632,SEARCH,0,0.0,-1,-1,0,0,0.0,5.12
124.803,633,SEARCH,0,0.0,-1,-1,0,0,0.0,5.28
124.989,634,SEARCH,0,0.0,-1,-1,0,0,0.0,5.39
125.191,635,SEARCH,0,0.0,-1,-1,0,0,0.0,4.95
125.382,636,SEARCH,0,0.0,-1,-1,0,0,0.0,5.22
125.596,637,SEARCH,0,0.0,-1,-1,0,0,0.0,4.66
125.782,638,SEARCH,0,0.0,-1,-1,0,0,0.0,5.38
125.979,639,SEARCH,0,0.0,-1,-1,0,0,0.0,5.09
126.157,640,SEARCH,0,0.0,-1,-1,0,0,0.0,5.6
126.337,641,SEARCH,0,0.0,-1,-1,0,0,0.0,5.55
126.526,642,SEARCH,0,0.0,-1,-1,0,0,0.0,5.3
126.708,643,SEARCH,0,0.0,-1,-1,0,0,0.0,5.48
126.898,644,SEARCH,0,0.0,-1,-1,0,0,0.0,5.27
127.08,645,SEARCH,0,0.0,-1,-1,0,0,0.0,5.49
127.269,646,SEARCH,0,0.0,-1,-1,0,0,0.0,5.28
127.502,647,SEARCH,0,0.0,-1,-1,0,0,0.0,4.29
127.684,648,SEARCH,0,0.0,-1,-1,0,0,0.0,5.5
127.869,649,SEARCH,0,0.0,-1,-1,0,0,0.0,5.4
128.061,650,SEARCH,0,0.0,-1,-1,0,0,0.0,5.23
128.243,651,SEARCH,0,0.0,-1,-1,0,0,0.0,5.48
128.425,652,SEARCH,0,0.0,-1,-1,0,0,0.0,5.49
128.598,653,SEARCH,0,0.0,-1,-1,0,0,0.0,5.8
128.791,654,SEARCH,0,0.0,-1,-1,0,0,0.0,5.17
128.981,655,SEARCH,0,0.0,-1,-1,0,0,0.0,5.28
129.17,656,SEARCH,0,0.0,-1,-1,0,0,0.0,5.27
129.427,657,SEARCH,0,0.0,-1,-1,0,0,0.0,3.9
129.632,658,SEARCH,0,0.0,-1,-1,0,0,0.0,4.88
129.833,659,SEARCH,0,0.0,-1,-1,0,0,0.0,4.99
130.014,660,SEARCH,0,0.0,-1,-1,0,0,0.0,5.52
130.197,661,SEARCH,0,0.0,-1,-1,0,0,0.0,5.45
130.382,662,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
130.56,663,SEARCH,0,0.0,-1,-1,0,0,0.0,5.61
130.741,664,SEARCH,0,0.0,-1,-1,0,0,0.0,5.54
130.929,665,SEARCH,0,0.0,-1,-1,0,0,0.0,5.31
131.113,666,SEARCH,0,0.0,-1,-1,0,0,0.0,5.45
131.295,667,SEARCH,0,0.0,-1,-1,0,0,0.0,5.49
131.504,668,SEARCH,0,0.0,-1,-1,0,0,0.0,4.78
131.689,669,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
131.897,670,SEARCH,0,0.0,-1,-1,0,0,0.0,4.79
132.095,671,SEARCH,0,0.0,-1,-1,0,0,0.0,5.06
132.28,672,SEARCH,0,0.0,-1,-1,0,0,0.0,5.4
132.471,673,SEARCH,0,0.0,-1,-1,0,0,0.0,5.24
132.655,674,SEARCH,0,0.0,-1,-1,0,0,0.0,5.42
132.845,675,SEARCH,0,0.0,-1,-1,0,0,0.0,5.27
133.025,676,SEARCH,0,0.0,-1,-1,0,0,0.0,5.56
133.221,677,SEARCH,0,0.0,-1,-1,0,0,0.0,5.1
133.409,678,SEARCH,0,0.0,-1,-1,0,0,0.0,5.32
133.6,679,SEARCH,0,0.0,-1,-1,0,0,0.0,5.23
133.788,680,SEARCH,0,0.0,-1,-1,0,0,0.0,5.32
133.983,681,SEARCH,0,0.0,-1,-1,0,0,0.0,5.13
134.172,682,SEARCH,0,0.0,-1,-1,0,0,0.0,5.29
134.411,683,SEARCH,0,0.0,-1,-1,0,0,0.0,4.19
134.609,684,SEARCH,0,0.0,-1,-1,0,0,0.0,5.05
134.799,685,SEARCH,0,0.0,-1,-1,0,0,0.0,5.26
134.999,686,SEARCH,0,0.0,-1,-1,0,0,0.0,5.0
135.196,687,SEARCH,0,0.0,-1,-1,0,0,0.0,5.08
135.385,688,SEARCH,0,0.0,-1,-1,0,0,0.0,5.29
135.565,689,SEARCH,0,0.0,-1,-1,0,0,0.0,5.57
135.745,690,SEARCH,0,0.0,-1,-1,0,0,0.0,5.55
135.926,691,SEARCH,0,0.0,-1,-1,0,0,0.0,5.53
136.112,692,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
136.291,693,SEARCH,0,0.0,-1,-1,0,0,0.0,5.58
136.484,694,SEARCH,0,0.0,-1,-1,0,0,0.0,5.2
136.669,695,SEARCH,0,0.0,-1,-1,0,0,0.0,5.38
136.854,696,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
137.044,697,SEARCH,0,0.0,-1,-1,0,0,0.0,5.27
137.231,698,SEARCH,0,0.0,-1,-1,0,0,0.0,5.34
137.41,699,SEARCH,0,0.0,-1,-1,0,0,0.0,5.6
137.592,700,SEARCH,0,0.0,-1,-1,0,0,0.0,5.49
137.781,701,SEARCH,0,0.0,-1,-1,0,0,0.0,5.29
138.033,702,SEARCH,0,0.0,-1,-1,0,0,0.0,3.97
138.245,703,SEARCH,0,0.0,-1,-1,0,0,0.0,4.73
138.429,704,SEARCH,0,0.0,-1,-1,0,0,0.0,5.43
138.628,705,SEARCH,0,0.0,-1,-1,0,0,0.0,5.04
138.815,706,SEARCH,0,0.0,-1,-1,0,0,0.0,5.33
139.004,707,SEARCH,0,0.0,-1,-1,0,0,0.0,5.3
139.189,708,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
139.371,709,SEARCH,0,0.0,-1,-1,0,0,0.0,5.49
139.558,710,SEARCH,0,0.0,-1,-1,0,0,0.0,5.34
139.749,711,SEARCH,0,0.0,-1,-1,0,0,0.0,5.24
139.943,712,SEARCH,0,0.0,-1,-1,0,0,0.0,5.15
140.126,713,SEARCH,0,0.0,-1,-1,0,0,0.0,5.46
140.311,714,SEARCH,0,0.0,-1,-1,0,0,0.0,5.42
140.49,715,SEARCH,0,0.0,-1,-1,0,0,0.0,5.59
140.673,716,SEARCH,0,0.0,-1,-1,0,0,0.0,5.46
140.854,717,SEARCH,0,0.0,-1,-1,0,0,0.0,5.53
141.036,718,SEARCH,0,0.0,-1,-1,0,0,0.0,5.47
141.223,719,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
141.412,720,SEARCH,0,0.0,-1,-1,0,0,0.0,5.28
141.592,721,SEARCH,0,0.0,-1,-1,0,0,0.0,5.57
141.785,722,SEARCH,0,0.0,-1,-1,0,0,0.0,5.18
141.972,723,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
142.169,724,SEARCH,0,0.0,-1,-1,0,0,0.0,5.07
142.354,725,SEARCH,0,0.0,-1,-1,0,0,0.0,5.39
142.539,726,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
142.725,727,SEARCH,0,0.0,-1,-1,0,0,0.0,5.38
142.907,728,SEARCH,0,0.0,-1,-1,0,0,0.0,5.51
143.094,729,SEARCH,0,0.0,-1,-1,0,0,0.0,5.33
143.292,730,SEARCH,0,0.0,-1,-1,0,0,0.0,5.06
143.479,731,SEARCH,0,0.0,-1,-1,0,0,0.0,5.34
143.664,732,SEARCH,0,0.0,-1,-1,0,0,0.0,5.4
143.851,733,SEARCH,0,0.0,-1,-1,0,0,0.0,5.35
144.038,734,SEARCH,0,0.0,-1,-1,0,0,0.0,5.37
144.227,735,SEARCH,0,0.0,-1,-1,0,0,0.0,5.28
144.414,736,SEARCH,0,0.0,-1,-1,0,0,0.0,5.35
144.594,737,SEARCH,0,0.0,-1,-1,0,0,0.0,5.55
144.787,738,SEARCH,0,0.0,-1,-1,0,0,0.0,5.18
144.967,739,SEARCH,0,0.0,-1,-1,0,0,0.0,5.56
145.173,740,SEARCH,0,0.0,-1,-1,0,0,0.0,4.85
145.357,741,SEARCH,0,0.0,-1,-1,0,0,0.0,5.44
145.544,742,SEARCH,0,0.0,-1,-1,0,0,0.0,5.35
145.727,743,SEARCH,0,0.0,-1,-1,0,0,0.0,5.48
145.91,744,SEARCH,0,0.0,-1,-1,0,0,0.0,5.44
146.089,745,SEARCH,0,0.0,-1,-1,0,0,0.0,5.6
146.283,746,SEARCH,0,0.0,-1,-1,0,0,0.0,5.16
146.534,747,SEARCH,0,0.0,-1,-1,0,0,0.0,3.98
146.741,748,SEARCH,0,0.0,-1,-1,0,0,0.0,4.83
146.926,749,SEARCH,0,0.0,-1,-1,0,0,0.0,5.41
147.117,750,SEARCH,0,0.0,-1,-1,0,0,0.0,5.25
147.307,751,SEARCH,0,0.0,-1,-1,0,0,0.0,5.26
147.493,752,SEARCH,0,0.0,-1,-1,0,0,0.0,5.38
147.692,753,SEARCH,0,0.0,-1,-1,0,0,0.0,5.01
147.875,754,SEARCH,0,0.0,-1,-1,0,0,0.0,5.48
148.062,755,SEARCH,0,0.0,-1,-1,0,0,0.0,5.34
148.243,756,SEARCH,0,0.0,-1,-1,0,0,0.0,5.52
148.43,757,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
148.611,758,SEARCH,0,0.0,-1,-1,0,0,0.0,5.53
148.798,759,SEARCH,0,0.0,-1,-1,0,0,0.0,5.35
148.979,760,SEARCH,0,0.0,-1,-1,0,0,0.0,5.5
149.162,761,SEARCH,0,0.0,-1,-1,0,0,0.0,5.47
149.342,762,SEARCH,0,0.0,-1,-1,0,0,0.0,5.56
149.522,763,SEARCH,0,0.0,-1,-1,0,0,0.0,5.56
149.711,764,SEARCH,0,0.0,-1,-1,0,0,0.0,5.28
149.898,765,SEARCH,0,0.0,-1,-1,0,0,0.0,5.36
